timestamp_iso,timestamp,event_type,session_code,participant_code,round_number,player_id,id_in_group,group_id,offer_id,member_1,member_2,member_3,allocation_1,allocation_2,allocation_3,accepted_offer
2024-05-14T09:01:22.184015,1715677282.1840258,proposal,ykdzfw2h,brcpj4zp,1,15,1,5,1,1,1,1,40,30,30,
2024-05-14T09:01:22.736174,1715677282.7361877,proposal,ykdzfw2h,caq3vqi1,1,24,1,8,2,1,1,1,80,10,10,
2024-05-14T09:01:24.543250,1715677284.5432608,proposal,ykdzfw2h,aykj1i6i,1,30,1,10,4,1,1,1,40,30,30,
2024-05-14T09:01:26.166994,1715677286.1670036,proposal,ykdzfw2h,wr4oyk0w,1,16,3,6,2,1,1,1,34,33,33,
2024-05-14T09:01:28.155559,1715677288.15557,proposal,ykdzfw2h,a8gna0pr,1,4,2,2,2,1,1,1,33,34,33,
2024-05-14T09:01:28.995228,1715677288.9952378,proposal,ykdzfw2h,tzz523nu,1,20,3,8,3,1,1,1,34,33,33,
2024-05-14T09:01:29.882433,1715677289.8824444,proposal,ykdzfw2h,qirmcohg,1,23,2,7,3,1,1,1,1,6,5,
2024-05-14T09:01:33.583240,1715677293.5832522,proposal,ykdzfw2h,2175hu1w,1,32,3,12,2,1,1,1,34,33,33,
2024-05-14T09:01:35.589482,1715677295.5894935,proposal,ykdzfw2h,maxxa0b9,1,10,2,4,3,1,1,0,5,5,0,
2024-05-14T09:01:42.719525,1715677302.7195358,proposal,ykdzfw2h,69gxbqoq,1,17,2,5,2,1,1,1,30,40,30,
2024-05-14T09:01:47.052972,1715677307.0529819,proposal,ykdzfw2h,7ikal8ir,1,12,1,4,4,1,1,1,33,33,33,
2024-05-14T09:01:47.263509,1715677307.2635202,proposal,ykdzfw2h,zu5rxx67,1,2,3,2,3,1,1,1,33,33,33,
2024-05-14T09:01:57.064940,1715677317.0649507,proposal,ykdzfw2h,iw6538t5,1,6,1,2,4,1,1,1,25,50,25,
2024-05-14T09:01:57.938097,1715677317.938109,proposal,ykdzfw2h,8v2hfg8c,1,33,1,11,1,1,1,1,40,30,30,
2024-05-14T09:02:01.688262,1715677321.6882744,proposal,ykdzfw2h,6whe0107,1,13,3,5,3,1,1,1,40,30,30,
2024-05-14T09:02:09.317689,1715677329.3177016,proposal,ykdzfw2h,maxxa0b9,1,10,2,4,5,1,1,1,30,30,30,
2024-05-14T09:02:14.324555,1715677334.3245666,proposal,ykdzfw2h,69gxbqoq,1,17,2,5,4,1,1,1,40,30,30,
2024-05-14T09:02:24.070782,1715677344.0707932,proposal,ykdzfw2h,7ikal8ir,1,12,1,4,6,1,1,1,50,40,10,
2024-05-14T09:02:27.743763,1715677347.7437737,proposal,ykdzfw2h,iwrxhwk3,1,36,1,12,3,1,1,1,36,32,32,
2024-05-14T09:02:34.303534,1715677354.3035448,proposal,ykdzfw2h,6ul57k0b,1,8,3,4,7,1,1,1,30,30,30,
2024-05-14T09:02:43.380365,1715677363.3803756,proposal,ykdzfw2h,5ubvbqrt,1,35,2,11,2,1,1,1,30,40,30,
2024-05-14T09:02:46.943812,1715677366.9438233,proposal,ykdzfw2h,6ul57k0b,1,8,3,4,8,1,1,1,50,25,25,
2024-05-14T09:02:58.521470,1715677378.521481,proposal,ykdzfw2h,maxxa0b9,1,10,2,4,9,1,1,1,50,20,30,
2024-05-14T09:03:02.352530,1715677382.3525412,proposal,ykdzfw2h,iw6538t5,1,6,1,2,5,1,1,1,5,5,5,
2024-05-14T09:03:04.970965,1715677384.970976,proposal,ykdzfw2h,10hb91v0,1,14,1,6,3,1,1,1,50,25,25,
2024-05-14T09:03:12.221356,1715677392.221369,proposal,ykdzfw2h,6ul57k0b,1,8,3,4,10,1,1,1,10,45,45,
2024-05-14T09:03:14.280371,1715677394.280386,proposal,ykdzfw2h,u53icqui,1,31,3,11,3,1,1,1,34,33,33,
2024-05-14T09:03:19.635025,1715677399.6350367,proposal,ykdzfw2h,zu5rxx67,1,2,3,2,6,1,1,1,1,1,98,
2024-05-14T09:03:32.784777,1715677412.7847884,proposal,ykdzfw2h,wr4oyk0w,1,16,3,6,4,1,1,1,40,28,28,
2024-05-14T09:03:38.158589,1715677418.1586,proposal,ykdzfw2h,69gxbqoq,1,17,2,5,5,1,1,0,5,5,0,
2024-05-14T09:03:41.630999,1715677421.6310122,proposal,ykdzfw2h,caq3vqi1,1,24,1,8,4,1,1,1,60,20,20,
2024-05-14T09:03:53.190867,1715677433.1908777,proposal,ykdzfw2h,aykj1i6i,1,30,1,10,5,1,1,1,50,25,25,
2024-05-14T09:04:09.607093,1715677449.6071048,proposal,ykdzfw2h,10hb91v0,1,14,1,6,5,1,1,1,42,29,29,
2024-05-14T09:04:12.385513,1715677452.3855226,proposal,ykdzfw2h,69gxbqoq,1,17,2,5,6,1,0,1,5,0,5,
2024-05-14T09:04:37.541134,1715677477.5411458,proposal,ykdzfw2h,aykj1i6i,1,30,1,10,6,1,1,1,55,22,22,
2024-05-14T09:05:18.859785,1715677518.8597949,proposal,ykdzfw2h,aykj1i6i,1,30,1,10,7,1,1,1,60,20,20,
2024-05-14T09:06:50.631158,1715677610.631166,proposal,ykdzfw2h,93vk2elh,2,22,2,8,1,1,1,1,34,33,33,
2024-05-14T09:06:52.097189,1715677612.0971994,proposal,ykdzfw2h,7ikal8ir,2,12,2,3,1,1,1,1,33,33,33,
2024-05-14T09:06:53.280809,1715677613.2808194,proposal,ykdzfw2h,3o2kadzu,2,9,1,4,1,1,1,1,34,33,33,
2024-05-14T09:06:53.982722,1715677613.9827323,proposal,ykdzfw2h,icm5jw1w,2,26,3,10,1,1,1,1,34,33,33,
2024-05-14T09:06:54.367977,1715677614.3679864,proposal,ykdzfw2h,zu5rxx67,2,2,3,2,1,1,1,1,33,33,33,
2024-05-14T09:06:54.385321,1715677614.38533,proposal,ykdzfw2h,qirmcohg,2,23,3,7,1,1,1,1,33,33,33,
2024-05-14T09:06:54.568754,1715677614.5687628,proposal,ykdzfw2h,69gxbqoq,2,17,3,5,1,1,1,1,30,30,40,
2024-05-14T09:06:55.009118,1715677615.0091274,proposal,ykdzfw2h,bv1rchfe,2,34,2,12,1,1,1,1,34,33,33,
2024-05-14T09:06:55.144719,1715677615.1447294,proposal,ykdzfw2h,6whe0107,2,13,1,5,2,1,1,1,50,25,25,
2024-05-14T09:06:55.238052,1715677615.2380633,proposal,ykdzfw2h,aykj1i6i,2,30,1,9,1,1,1,1,50,25,25,
2024-05-14T09:06:56.142073,1715677616.142085,proposal,ykdzfw2h,rggxlrld,2,1,3,1,1,1,1,1,34,33,33,
2024-05-14T09:06:56.529087,1715677616.529098,proposal,ykdzfw2h,gb3p43e3,2,28,2,10,2,1,1,1,34,33,33,
2024-05-14T09:06:57.139312,1715677617.1393197,proposal,ykdzfw2h,tzz523nu,2,20,3,8,2,1,1,1,34,33,33,
2024-05-14T09:06:57.265053,1715677617.2650626,proposal,ykdzfw2h,iwrxhwk3,2,36,2,11,1,1,1,1,40,30,30,
2024-05-14T09:06:58.322954,1715677618.3229656,proposal,ykdzfw2h,p8983tf0,2,7,1,3,2,1,1,1,34,33,33,
2024-05-14T09:06:58.777004,1715677618.777015,proposal,ykdzfw2h,77a6ed9a,2,3,1,2,2,1,1,1,34,33,33,
2024-05-14T09:06:59.899763,1715677619.8997743,proposal,ykdzfw2h,maxxa0b9,2,10,2,4,2,1,1,1,40,40,20,
2024-05-14T09:07:01.134981,1715677621.1349912,proposal,ykdzfw2h,smddi2bm,2,27,1,10,3,1,1,1,34,33,33,
2024-05-14T09:07:05.223062,1715677625.2230728,proposal,ykdzfw2h,brcpj4zp,2,15,3,6,1,1,1,1,34,33,33,
2024-05-14T09:07:05.353539,1715677625.3535514,proposal,ykdzfw2h,6ul57k0b,2,8,3,4,3,1,1,1,30,30,30,
2024-05-14T09:07:05.682385,1715677625.6823988,proposal,ykdzfw2h,bxgty49l,2,19,1,7,2,1,1,1,33,33,33,
2024-05-14T09:07:06.741355,1715677626.7413657,proposal,ykdzfw2h,dlal68fq,2,25,3,9,2,1,1,1,33,34,33,
2024-05-14T09:07:07.549084,1715677627.549098,proposal,ykdzfw2h,qmykdy6l,2,29,2,9,3,1,1,1,34,33,33,
2024-05-14T09:07:07.887234,1715677627.8872447,proposal,ykdzfw2h,275e2ui1,2,18,2,5,3,1,1,1,34,33,33,
2024-05-14T09:07:17.962799,1715677637.9628088,proposal,ykdzfw2h,maxxa0b9,2,10,2,4,4,1,1,1,50,40,10,
2024-05-14T09:07:18.239491,1715677638.2395012,proposal,ykdzfw2h,a8gna0pr,2,4,2,2,3,1,1,1,33,35,32,
2024-05-14T09:07:22.789177,1715677642.7891884,proposal,ykdzfw2h,iw6538t5,2,6,2,1,2,1,1,1,50,25,25,
2024-05-14T09:07:26.322915,1715677646.3229244,proposal,ykdzfw2h,u53icqui,2,31,3,11,2,1,1,1,34,33,33,
2024-05-14T09:07:28.794898,1715677648.7949085,proposal,ykdzfw2h,10hb91v0,2,14,1,6,2,1,1,1,40,30,30,
2024-05-14T09:07:29.902599,1715677649.9026098,proposal,ykdzfw2h,7ikal8ir,2,12,2,3,3,1,1,1,40,30,30,
2024-05-14T09:07:42.892125,1715677662.8921356,proposal,ykdzfw2h,qirmcohg,2,23,3,7,3,1,1,1,33,34,33,
2024-05-14T09:07:43.952637,1715677663.9526477,proposal,ykdzfw2h,maxxa0b9,2,10,2,4,5,1,1,1,20,50,30,
2024-05-14T09:07:48.511636,1715677668.511646,proposal,ykdzfw2h,6ul57k0b,2,8,3,4,6,1,1,1,33,33,33,
2024-05-14T09:07:49.950840,1715677669.9508622,proposal,ykdzfw2h,wr4oyk0w,2,16,2,6,3,1,1,1,37,32,31,
2024-05-14T09:07:59.761227,1715677679.761238,proposal,ykdzfw2h,iw6538t5,2,6,2,1,3,1,1,1,5,5,5,
2024-05-14T09:08:12.161214,1715677692.1612256,proposal,ykdzfw2h,aykj1i6i,2,30,1,9,4,1,1,1,40,30,30,
2024-05-14T09:08:31.015473,1715677711.0154839,proposal,ykdzfw2h,dlal68fq,2,25,3,9,5,1,1,1,36,32,32,
2024-05-14T09:09:19.566095,1715677759.566105,proposal,ykdzfw2h,8v2hfg8c,2,33,1,12,2,1,1,1,40,30,30,
2024-05-14T09:09:21.763400,1715677761.7634115,proposal,ykdzfw2h,10hb91v0,2,14,1,6,4,1,1,1,36,31,33,
2024-05-14T09:09:54.573735,1715677794.573746,proposal,ykdzfw2h,wr4oyk0w,2,16,2,6,5,1,1,1,36,32,32,
2024-05-14T09:10:12.941056,1715677812.9410665,proposal,ykdzfw2h,5ubvbqrt,2,35,1,11,3,1,1,1,36,32,32,
2024-05-14T09:11:02.872334,1715677862.8723464,proposal,ykdzfw2h,aykj1i6i,2,30,1,9,6,1,1,1,90,5,5,
2024-05-14T09:11:21.676241,1715677881.6762505,proposal,ykdzfw2h,10hb91v0,2,14,1,6,6,1,1,0,6,4,0,
2024-05-14T09:13:58.112070,1715678038.1120791,proposal,ykdzfw2h,93vk2elh,3,22,3,7,1,1,1,1,34,33,33,
2024-05-14T09:13:58.289261,1715678038.2892714,proposal,ykdzfw2h,smddi2bm,3,27,2,9,1,1,1,1,34,33,33,
2024-05-14T09:13:58.666604,1715678038.666614,proposal,ykdzfw2h,3o2kadzu,3,9,2,3,1,1,1,1,34,33,33,
2024-05-14T09:13:59.967182,1715678039.9671922,proposal,ykdzfw2h,dlal68fq,3,25,1,10,1,1,1,1,34,33,33,
2024-05-14T09:14:00.647845,1715678040.6478562,proposal,ykdzfw2h,tzz523nu,3,20,2,8,1,1,1,1,34,33,33,
2024-05-14T09:14:00.709405,1715678040.709414,proposal,ykdzfw2h,zu5rxx67,3,2,1,2,1,1,1,1,98,1,1,
2024-05-14T09:14:01.817309,1715678041.8173192,proposal,ykdzfw2h,77a6ed9a,3,3,1,1,1,1,1,1,34,33,33,
2024-05-14T09:14:01.998163,1715678041.9981737,proposal,ykdzfw2h,iw6538t5,3,6,3,2,2,1,1,1,7,7,6,
2024-05-14T09:14:02.034630,1715678042.0346396,proposal,ykdzfw2h,6whe0107,3,13,3,6,1,1,1,1,40,30,30,
2024-05-14T09:14:02.793356,1715678042.7933679,proposal,ykdzfw2h,8v2hfg8c,3,33,3,11,1,1,1,1,34,33,33,
2024-05-14T09:14:03.314003,1715678043.3140137,proposal,ykdzfw2h,aykj1i6i,3,30,3,10,2,1,1,1,30,30,40,
2024-05-14T09:14:04.852524,1715678044.8525362,proposal,ykdzfw2h,gb3p43e3,3,28,3,9,2,1,1,1,34,33,33,
2024-05-14T09:14:05.541107,1715678045.5411181,proposal,ykdzfw2h,icm5jw1w,3,26,2,10,3,1,1,1,34,33,33,
2024-05-14T09:14:05.576015,1715678045.576025,proposal,ykdzfw2h,a8gna0pr,3,4,3,1,2,1,1,1,33,33,33,
2024-05-14T09:14:06.982920,1715678046.9829295,proposal,ykdzfw2h,wmkt6s6s,3,11,1,3,2,1,1,1,70,15,15,
2024-05-14T09:14:07.112035,1715678047.1120458,proposal,ykdzfw2h,maxxa0b9,3,10,3,3,3,1,1,1,33,33,33,
2024-05-14T09:14:07.850667,1715678047.850677,proposal,ykdzfw2h,bv1rchfe,3,34,1,11,2,1,1,1,40,30,30,
2024-05-14T09:14:11.946608,1715678051.946617,proposal,ykdzfw2h,2175hu1w,3,32,2,12,1,1,1,1,34,33,33,
2024-05-14T09:14:12.671116,1715678052.671127,proposal,ykdzfw2h,zu5rxx67,3,2,1,2,3,1,1,1,40,30,30,
2024-05-14T09:14:13.348420,1715678053.3484328,proposal,ykdzfw2h,6ul57k0b,3,8,2,4,1,1,1,1,34,33,33,
2024-05-14T09:14:14.940820,1715678054.940831,proposal,ykdzfw2h,brcpj4zp,3,15,3,5,1,1,1,1,34,33,33,
2024-05-14T09:14:18.040109,1715678058.0401206,proposal,ykdzfw2h,maxxa0b9,3,10,3,3,4,1,1,1,33,34,33,
2024-05-14T09:14:18.782097,1715678058.7821066,proposal,ykdzfw2h,69gxbqoq,3,17,2,5,2,1,1,1,33,34,33,
2024-05-14T09:14:25.774375,1715678065.7743857,proposal,ykdzfw2h,zu5rxx67,3,2,1,2,4,1,1,1,50,25,25,
2024-05-14T09:14:26.964604,1715678066.964619,proposal,ykdzfw2h,10hb91v0,3,14,2,6,2,1,1,1,38,31,31,
2024-05-14T09:14:29.878988,1715678069.878998,proposal,ykdzfw2h,rggxlrld,3,1,2,2,5,1,1,1,34,33,33,
2024-05-14T09:14:39.806272,1715678079.8062835,proposal,ykdzfw2h,275e2ui1,3,18,1,6,3,1,1,1,50,25,25,
2024-05-14T09:14:45.515435,1715678085.5154452,proposal,ykdzfw2h,dlal68fq,3,25,1,10,4,1,1,1,33,33,34,
2024-05-14T09:15:04.969354,1715678104.969364,proposal,ykdzfw2h,6ul57k0b,3,8,2,4,2,1,1,1,40,30,30,
2024-05-14T09:15:05.473106,1715678105.473117,proposal,ykdzfw2h,7ikal8ir,3,12,3,4,3,1,1,1,60,20,20,
2024-05-14T09:15:06.313821,1715678106.3138313,proposal,ykdzfw2h,wmkt6s6s,3,11,1,3,5,1,1,0,7,3,0,
2024-05-14T09:15:11.160967,1715678111.1609771,proposal,ykdzfw2h,wmkt6s6s,3,11,1,3,6,1,0,1,7,0,3,
2024-05-14T09:15:54.020661,1715678154.0206711,proposal,ykdzfw2h,6whe0107,3,13,3,6,4,1,1,1,44,28,28,
2024-05-14T09:16:34.489668,1715678194.4896784,proposal,ykdzfw2h,aykj1i6i,3,30,3,10,5,1,1,1,25,25,50,
2024-05-14T09:17:02.796262,1715678222.7962744,proposal,ykdzfw2h,wmkt6s6s,3,11,1,3,7,1,1,1,60,20,20,
2024-05-14T09:17:40.147210,1715678260.1472204,proposal,ykdzfw2h,caq3vqi1,3,24,1,8,2,1,1,1,44,28,28,
2024-05-14T09:17:48.029858,1715678268.0298688,proposal,ykdzfw2h,aykj1i6i,3,30,3,10,6,1,1,1,5,5,90,
2024-05-14T09:18:39.810951,1715678319.810961,proposal,ykdzfw2h,aykj1i6i,3,30,3,10,7,1,1,1,1,1,98,
2024-05-14T09:21:32.912310,1715678492.9123223,proposal,ykdzfw2h,3o2kadzu,4,9,2,4,1,1,1,1,34,33,33,
2024-05-14T09:21:32.998716,1715678492.9987268,proposal,ykdzfw2h,a8gna0pr,4,4,1,1,1,1,1,1,33,33,33,
2024-05-14T09:21:33.658108,1715678493.6581182,proposal,ykdzfw2h,iw6538t5,4,6,3,1,2,1,1,1,1,1,1,
2024-05-14T09:21:35.167971,1715678495.167981,proposal,ykdzfw2h,77a6ed9a,4,3,2,2,1,1,1,1,34,33,33,
2024-05-14T09:21:35.674877,1715678495.6748865,proposal,ykdzfw2h,tzz523nu,4,20,3,8,1,1,1,1,34,33,33,
2024-05-14T09:21:35.981080,1715678495.9810925,proposal,ykdzfw2h,iwrxhwk3,4,36,3,11,1,1,1,1,34,33,33,
2024-05-14T09:21:36.451703,1715678496.4517136,proposal,ykdzfw2h,smddi2bm,4,27,2,10,1,1,1,1,34,33,33,
2024-05-14T09:21:38.195163,1715678498.195174,proposal,ykdzfw2h,2175hu1w,4,32,3,12,1,1,1,1,34,33,33,
2024-05-14T09:21:38.472663,1715678498.4726732,proposal,ykdzfw2h,dlal68fq,4,25,3,10,2,1,1,1,34,33,33,
2024-05-14T09:21:38.587803,1715678498.587814,proposal,ykdzfw2h,6whe0107,4,13,2,6,1,1,1,1,40,30,30,
2024-05-14T09:21:38.805240,1715678498.8052537,proposal,ykdzfw2h,qmykdy6l,4,29,2,9,1,1,1,1,34,33,33,
2024-05-14T09:21:39.889891,1715678499.8899016,proposal,ykdzfw2h,bxgty49l,4,19,1,8,2,1,1,1,33,33,34,
2024-05-14T09:21:40.412566,1715678500.4125757,proposal,ykdzfw2h,icm5jw1w,4,26,1,10,3,1,1,1,34,33,33,
2024-05-14T09:21:40.659055,1715678500.659065,proposal,ykdzfw2h,wr4oyk0w,4,16,2,5,1,1,1,1,34,33,33,
2024-05-14T09:21:43.704953,1715678503.7049615,proposal,ykdzfw2h,maxxa0b9,4,10,2,3,1,1,1,1,34,33,33,
2024-05-14T09:21:44.024359,1715678504.0243716,proposal,ykdzfw2h,aykj1i6i,4,30,3,9,2,1,1,1,30,30,40,
2024-05-14T09:21:55.215792,1715678515.2158017,proposal,ykdzfw2h,5ubvbqrt,4,35,1,11,2,1,1,1,36,32,32,
2024-05-14T09:21:57.523425,1715678517.5234346,proposal,ykdzfw2h,gb3p43e3,4,28,1,9,3,1,1,1,34,33,33,
2024-05-14T09:22:03.877454,1715678523.8774662,proposal,ykdzfw2h,caq3vqi1,4,24,3,7,1,1,1,0,1,9,0,
2024-05-14T09:22:06.472388,1715678526.4723983,proposal,ykdzfw2h,275e2ui1,4,18,1,5,2,1,1,1,50,25,25,
2024-05-14T09:22:09.838801,1715678529.8388102,proposal,ykdzfw2h,7ikal8ir,4,12,1,3,2,1,1,1,70,15,15,
2024-05-14T09:22:18.562437,1715678538.5624495,proposal,ykdzfw2h,qirmcohg,4,23,1,7,2,1,1,1,33,34,33,
2024-05-14T09:22:20.054102,1715678540.054111,proposal,ykdzfw2h,7ikal8ir,4,12,1,3,3,1,1,0,5,5,0,
2024-05-14T09:22:24.853108,1715678544.8531177,proposal,ykdzfw2h,7ikal8ir,4,12,1,3,4,1,0,1,5,0,5,
2024-05-14T09:22:29.953347,1715678549.953358,proposal,ykdzfw2h,caq3vqi1,4,24,3,7,3,1,1,1,33,33,33,
2024-05-14T09:22:42.003751,1715678562.003761,proposal,ykdzfw2h,maxxa0b9,4,10,2,3,5,1,1,1,33,34,33,
2024-05-14T09:22:50.445392,1715678570.4454021,proposal,ykdzfw2h,maxxa0b9,4,10,2,3,6,1,1,1,33,33,34,
2024-05-14T09:23:19.263120,1715678599.2631288,proposal,ykdzfw2h,gb3p43e3,4,28,1,9,4,1,1,0,5,5,0,
2024-05-14T09:23:21.491282,1715678601.4912922,proposal,ykdzfw2h,3o2kadzu,4,9,2,4,2,1,1,1,35,32,33,
2024-05-14T09:23:22.135554,1715678602.135564,proposal,ykdzfw2h,69gxbqoq,4,17,3,5,3,1,1,1,40,30,30,
2024-05-14T09:23:36.958823,1715678616.958834,proposal,ykdzfw2h,qmykdy6l,4,29,2,9,5,1,1,1,33,33,34,
2024-05-14T09:24:13.009859,1715678653.0098693,proposal,ykdzfw2h,7ikal8ir,4,12,1,3,7,1,1,1,60,20,20,
2024-05-14T09:24:18.181174,1715678658.1811845,proposal,ykdzfw2h,6ul57k0b,4,8,3,4,3,1,1,1,36,32,32,
2024-05-14T09:24:18.542933,1715678658.5429466,proposal,ykdzfw2h,275e2ui1,4,18,1,5,4,1,1,1,45,27,27,
2024-05-14T09:24:30.647387,1715678670.6473985,proposal,ykdzfw2h,wr4oyk0w,4,16,2,5,5,1,1,1,42,29,29,
2024-05-14T09:24:54.866960,1715678694.8669705,proposal,ykdzfw2h,275e2ui1,4,18,1,5,6,1,1,1,44,28,28,
2024-05-14T09:27:08.192728,1715678828.192736,proposal,ykdzfw2h,93vk2elh,5,22,2,8,1,1,1,1,34,33,33,
2024-05-14T09:27:10.301490,1715678830.3014996,proposal,ykdzfw2h,a8gna0pr,5,4,3,2,1,1,1,1,33,33,33,
2024-05-14T09:27:11.349781,1715678831.3497915,proposal,ykdzfw2h,bv1rchfe,5,34,1,12,1,1,1,1,36,32,32,
2024-05-14T09:27:11.415736,1715678831.4157448,proposal,ykdzfw2h,iw6538t5,5,6,1,1,1,1,1,1,5,5,5,
2024-05-14T09:27:11.771037,1715678831.771047,proposal,ykdzfw2h,tzz523nu,5,20,2,7,1,1,1,1,34,33,33,
2024-05-14T09:27:11.957654,1715678831.9576633,proposal,ykdzfw2h,wmkt6s6s,5,11,1,4,1,1,1,1,40,30,30,
2024-05-14T09:27:12.465409,1715678832.4654186,proposal,ykdzfw2h,smddi2bm,5,27,2,9,1,1,1,1,33,34,33,
2024-05-14T09:27:12.756084,1715678832.7560933,proposal,ykdzfw2h,iwrxhwk3,5,36,3,11,1,1,1,1,34,33,33,
2024-05-14T09:27:14.070842,1715678834.0708528,proposal,ykdzfw2h,6whe0107,5,13,2,6,1,1,1,1,40,30,30,
2024-05-14T09:27:15.370469,1715678835.3704796,proposal,ykdzfw2h,7ikal8ir,5,12,3,3,1,1,1,1,34,33,33,
2024-05-14T09:27:15.467339,1715678835.4673493,proposal,ykdzfw2h,gb3p43e3,5,28,3,10,1,1,1,1,34,33,33,
2024-05-14T09:27:16.091909,1715678836.0919197,proposal,ykdzfw2h,6ul57k0b,5,8,2,3,2,1,1,1,34,33,33,
2024-05-14T09:27:16.365326,1715678836.3653378,proposal,ykdzfw2h,dlal68fq,5,25,2,10,2,1,1,1,34,33,33,
2024-05-14T09:27:16.765107,1715678836.7651174,proposal,ykdzfw2h,275e2ui1,5,18,3,5,1,1,1,1,34,33,33,
2024-05-14T09:27:16.789621,1715678836.7896316,proposal,ykdzfw2h,icm5jw1w,5,26,1,9,2,1,1,1,40,30,30,
2024-05-14T09:27:17.535244,1715678837.5352542,proposal,ykdzfw2h,aykj1i6i,5,30,3,9,3,1,1,1,25,25,50,
2024-05-14T09:27:19.428569,1715678839.4285803,proposal,ykdzfw2h,77a6ed9a,5,3,3,1,2,1,1,1,34,33,33,
2024-05-14T09:27:20.139539,1715678840.1395502,proposal,ykdzfw2h,zu5rxx67,5,2,2,1,3,1,1,1,34,33,33,
2024-05-14T09:27:21.084949,1715678841.0849593,proposal,ykdzfw2h,wr4oyk0w,5,16,1,6,2,1,1,1,50,25,25,
2024-05-14T09:27:21.510325,1715678841.5103393,proposal,ykdzfw2h,5ubvbqrt,5,35,3,12,2,1,1,1,34,33,33,
2024-05-14T09:27:21.611789,1715678841.6117995,proposal,ykdzfw2h,maxxa0b9,5,10,3,4,2,1,1,1,34,33,33,
2024-05-14T09:27:23.984437,1715678843.984447,proposal,ykdzfw2h,n6p6kpol,5,21,1,7,2,1,1,0,6,4,0,
2024-05-14T09:27:33.467256,1715678853.467266,proposal,ykdzfw2h,p8983tf0,5,7,2,4,3,1,1,1,36,32,32,
2024-05-14T09:27:37.954293,1715678857.9543035,proposal,ykdzfw2h,ry0nc01c,5,5,1,2,2,1,1,1,34,33,33,
2024-05-14T09:28:00.901099,1715678880.90111,proposal,ykdzfw2h,10hb91v0,5,14,1,5,2,1,1,1,38,31,31,
2024-05-14T09:28:25.852620,1715678905.8526292,proposal,ykdzfw2h,aykj1i6i,5,30,3,9,4,1,1,1,30,30,40,
2024-05-14T09:28:26.501185,1715678906.5011988,proposal,ykdzfw2h,6whe0107,5,13,2,6,3,1,1,1,44,28,28,
2024-05-14T09:28:43.072410,1715678923.0724204,proposal,ykdzfw2h,wr4oyk0w,5,16,1,6,4,1,1,1,45,28,27,
2024-05-14T09:29:33.315358,1715678973.3153682,proposal,ykdzfw2h,7ikal8ir,5,12,3,3,3,1,1,1,50,5,45,
2024-05-14T09:29:39.555482,1715678979.5554929,proposal,ykdzfw2h,smddi2bm,5,27,2,9,5,1,1,1,34,33,33,
2024-05-14T09:30:17.705350,1715679017.7053602,proposal,ykdzfw2h,6ul57k0b,5,8,2,3,4,1,1,1,50,49,1,
2024-05-14T09:30:33.610574,1715679033.610587,proposal,ykdzfw2h,3o2kadzu,5,9,1,3,5,1,1,1,98,1,1,
2024-05-14T09:30:39.887894,1715679039.8879025,proposal,ykdzfw2h,6ul57k0b,5,8,2,3,6,1,1,1,1,49,50,
