session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
ykdzfw2h,16,wr4oyk0w,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,17,69gxbqoq,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,2,zu5rxx67,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,3,77a6ed9a,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,1,rggxlrld,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,7,p8983tf0,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,9,3o2kadzu,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,8,6ul57k0b,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,35,5ubvbqrt,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,34,bv1rchfe,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,36,iwrxhwk3,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,23,qirmcohg,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,22,93vk2elh,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,24,caq3vqi1,30,live_bargaining,WaitForAnswers,1715678786,4,0,1
ykdzfw2h,3,77a6ed9a,31,live_bargaining,BargainingResults,1715678788,4,0,0
ykdzfw2h,4,a8gna0pr,31,live_bargaining,BargainingResults,1715678789,4,0,0
ykdzfw2h,33,8v2hfg8c,31,live_bargaining,BargainingResults,1715678789,4,0,0
ykdzfw2h,17,69gxbqoq,31,live_bargaining,BargainingResults,1715678789,4,0,0
ykdzfw2h,27,smddi2bm,31,live_bargaining,BargainingResults,1715678790,4,0,0
ykdzfw2h,2,zu5rxx67,31,live_bargaining,BargainingResults,1715678790,4,0,0
ykdzfw2h,21,n6p6kpol,31,live_bargaining,BargainingResults,1715678790,4,0,0
ykdzfw2h,22,93vk2elh,31,live_bargaining,BargainingResults,1715678790,4,0,0
ykdzfw2h,36,iwrxhwk3,31,live_bargaining,BargainingResults,1715678791,4,0,0
ykdzfw2h,29,qmykdy6l,31,live_bargaining,BargainingResults,1715678791,4,0,0
ykdzfw2h,6,iw6538t5,31,live_bargaining,BargainingResults,1715678791,4,0,0
ykdzfw2h,2,zu5rxx67,32,live_bargaining,WaitForRoles,1715678791,5,0,1
ykdzfw2h,3,77a6ed9a,32,live_bargaining,WaitForRoles,1715678791,5,0,1
ykdzfw2h,6,iw6538t5,32,live_bargaining,WaitForRoles,1715678791,5,0,1
ykdzfw2h,32,2175hu1w,31,live_bargaining,BargainingResults,1715678791,4,0,0
ykdzfw2h,1,rggxlrld,31,live_bargaining,BargainingResults,1715678791,4,0,0
ykdzfw2h,25,dlal68fq,31,live_bargaining,BargainingResults,1715678791,4,0,0
ykdzfw2h,32,2175hu1w,32,live_bargaining,WaitForRoles,1715678791,5,0,1
ykdzfw2h,33,8v2hfg8c,32,live_bargaining,WaitForRoles,1715678791,5,0,1
ykdzfw2h,36,iwrxhwk3,32,live_bargaining,WaitForRoles,1715678791,5,0,1
ykdzfw2h,26,icm5jw1w,31,live_bargaining,BargainingResults,1715678791,4,0,0
ykdzfw2h,11,wmkt6s6s,31,live_bargaining,BargainingResults,1715678792,4,0,0
ykdzfw2h,30,aykj1i6i,31,live_bargaining,BargainingResults,1715678792,4,0,0
ykdzfw2h,31,u53icqui,31,live_bargaining,BargainingResults,1715678792,4,0,0
ykdzfw2h,26,icm5jw1w,32,live_bargaining,WaitForRoles,1715678792,5,0,1
ykdzfw2h,27,smddi2bm,32,live_bargaining,WaitForRoles,1715678792,5,0,1
ykdzfw2h,30,aykj1i6i,32,live_bargaining,WaitForRoles,1715678792,5,0,1
ykdzfw2h,10,maxxa0b9,31,live_bargaining,BargainingResults,1715678792,4,0,0
ykdzfw2h,18,275e2ui1,31,live_bargaining,BargainingResults,1715678792,4,0,0
ykdzfw2h,19,bxgty49l,31,live_bargaining,BargainingResults,1715678793,4,0,0
ykdzfw2h,2,zu5rxx67,33,live_bargaining,Info,1715678793,5,0,0
ykdzfw2h,6,iw6538t5,33,live_bargaining,Info,1715678793,5,0,0
ykdzfw2h,7,p8983tf0,31,live_bargaining,BargainingResults,1715678793,4,0,0
ykdzfw2h,7,p8983tf0,32,live_bargaining,WaitForRoles,1715678794,5,0,1
ykdzfw2h,10,maxxa0b9,32,live_bargaining,WaitForRoles,1715678794,5,0,1
ykdzfw2h,11,wmkt6s6s,32,live_bargaining,WaitForRoles,1715678794,5,0,1
ykdzfw2h,33,8v2hfg8c,33,live_bargaining,Info,1715678794,5,0,0
ykdzfw2h,15,brcpj4zp,31,live_bargaining,BargainingResults,1715678794,4,0,0
ykdzfw2h,3,77a6ed9a,33,live_bargaining,Info,1715678794,5,0,0
ykdzfw2h,28,gb3p43e3,31,live_bargaining,BargainingResults,1715678794,4,0,0
ykdzfw2h,25,dlal68fq,32,live_bargaining,WaitForRoles,1715678794,5,0,1
ykdzfw2h,28,gb3p43e3,32,live_bargaining,WaitForRoles,1715678794,5,0,1
ykdzfw2h,29,qmykdy6l,32,live_bargaining,WaitForRoles,1715678794,5,0,1
ykdzfw2h,36,iwrxhwk3,33,live_bargaining,Info,1715678794,5,0,0
ykdzfw2h,20,tzz523nu,31,live_bargaining,BargainingResults,1715678794,4,0,0
ykdzfw2h,35,5ubvbqrt,31,live_bargaining,BargainingResults,1715678795,4,0,0
ykdzfw2h,26,icm5jw1w,33,live_bargaining,Info,1715678796,5,0,0
ykdzfw2h,27,smddi2bm,33,live_bargaining,Info,1715678796,5,0,0
ykdzfw2h,9,3o2kadzu,31,live_bargaining,BargainingResults,1715678796,4,0,0
ykdzfw2h,25,dlal68fq,33,live_bargaining,Info,1715678796,5,0,0
ykdzfw2h,29,qmykdy6l,33,live_bargaining,Info,1715678797,5,0,0
ykdzfw2h,12,7ikal8ir,31,live_bargaining,BargainingResults,1715678797,4,0,0
ykdzfw2h,16,wr4oyk0w,31,live_bargaining,BargainingResults,1715678797,4,0,0
ykdzfw2h,34,bv1rchfe,31,live_bargaining,BargainingResults,1715678797,4,0,0
ykdzfw2h,35,5ubvbqrt,32,live_bargaining,WaitForRoles,1715678797,5,0,1
ykdzfw2h,31,u53icqui,32,live_bargaining,WaitForRoles,1715678797,5,0,1
ykdzfw2h,34,bv1rchfe,32,live_bargaining,WaitForRoles,1715678797,5,0,1
ykdzfw2h,32,2175hu1w,33,live_bargaining,Info,1715678798,5,0,0
ykdzfw2h,14,10hb91v0,31,live_bargaining,BargainingResults,1715678798,4,0,0
ykdzfw2h,14,10hb91v0,32,live_bargaining,WaitForRoles,1715678798,5,0,1
ykdzfw2h,15,brcpj4zp,32,live_bargaining,WaitForRoles,1715678798,5,0,1
ykdzfw2h,18,275e2ui1,32,live_bargaining,WaitForRoles,1715678798,5,0,1
ykdzfw2h,10,maxxa0b9,33,live_bargaining,Info,1715678798,5,0,0
ykdzfw2h,28,gb3p43e3,33,live_bargaining,Info,1715678798,5,0,0
ykdzfw2h,5,ry0nc01c,31,live_bargaining,BargainingResults,1715678798,4,0,0
ykdzfw2h,1,rggxlrld,32,live_bargaining,WaitForRoles,1715678798,5,0,1
ykdzfw2h,4,a8gna0pr,32,live_bargaining,WaitForRoles,1715678798,5,0,1
ykdzfw2h,5,ry0nc01c,32,live_bargaining,WaitForRoles,1715678798,5,0,1
ykdzfw2h,13,6whe0107,31,live_bargaining,BargainingResults,1715678799,4,0,0
ykdzfw2h,30,aykj1i6i,33,live_bargaining,Info,1715678799,5,0,0
ykdzfw2h,17,69gxbqoq,32,live_bargaining,WaitForRoles,1715678799,5,0,1
ykdzfw2h,13,6whe0107,32,live_bargaining,WaitForRoles,1715678799,5,0,1
ykdzfw2h,16,wr4oyk0w,32,live_bargaining,WaitForRoles,1715678799,5,0,1
ykdzfw2h,11,wmkt6s6s,33,live_bargaining,Info,1715678799,5,0,0
ykdzfw2h,31,u53icqui,33,live_bargaining,Info,1715678800,5,0,0
ykdzfw2h,18,275e2ui1,33,live_bargaining,Info,1715678801,5,0,0
ykdzfw2h,7,p8983tf0,33,live_bargaining,Info,1715678801,5,0,0
ykdzfw2h,8,6ul57k0b,31,live_bargaining,BargainingResults,1715678801,4,0,0
ykdzfw2h,12,7ikal8ir,32,live_bargaining,WaitForRoles,1715678801,5,0,1
ykdzfw2h,8,6ul57k0b,32,live_bargaining,WaitForRoles,1715678801,5,0,1
ykdzfw2h,9,3o2kadzu,32,live_bargaining,WaitForRoles,1715678801,5,0,1
ykdzfw2h,34,bv1rchfe,33,live_bargaining,Info,1715678802,5,0,0
ykdzfw2h,15,brcpj4zp,33,live_bargaining,Info,1715678802,5,0,0
ykdzfw2h,24,caq3vqi1,31,live_bargaining,BargainingResults,1715678802,4,0,0
ykdzfw2h,24,caq3vqi1,32,live_bargaining,WaitForRoles,1715678802,5,0,1
ykdzfw2h,20,tzz523nu,32,live_bargaining,WaitForRoles,1715678802,5,0,1
ykdzfw2h,21,n6p6kpol,32,live_bargaining,WaitForRoles,1715678802,5,0,1
ykdzfw2h,1,rggxlrld,33,live_bargaining,Info,1715678802,5,0,0
ykdzfw2h,16,wr4oyk0w,33,live_bargaining,Info,1715678802,5,0,0
ykdzfw2h,17,69gxbqoq,33,live_bargaining,Info,1715678802,5,0,0
ykdzfw2h,14,10hb91v0,33,live_bargaining,Info,1715678803,5,0,0
ykdzfw2h,8,6ul57k0b,33,live_bargaining,Info,1715678803,5,0,0
ykdzfw2h,4,a8gna0pr,33,live_bargaining,Info,1715678804,5,0,0
ykdzfw2h,21,n6p6kpol,33,live_bargaining,Info,1715678805,5,0,0
ykdzfw2h,9,3o2kadzu,33,live_bargaining,Info,1715678806,5,0,0
ykdzfw2h,12,7ikal8ir,33,live_bargaining,Info,1715678807,5,0,0
ykdzfw2h,20,tzz523nu,33,live_bargaining,Info,1715678809,5,0,0
ykdzfw2h,13,6whe0107,33,live_bargaining,Info,1715678810,5,0,0
ykdzfw2h,5,ry0nc01c,33,live_bargaining,Info,1715678810,5,0,0
ykdzfw2h,35,5ubvbqrt,33,live_bargaining,Info,1715678811,5,0,0
ykdzfw2h,23,qirmcohg,31,live_bargaining,BargainingResults,1715678814,4,0,0
ykdzfw2h,19,bxgty49l,32,live_bargaining,WaitForRoles,1715678814,5,0,1
ykdzfw2h,22,93vk2elh,32,live_bargaining,WaitForRoles,1715678814,5,0,1
ykdzfw2h,23,qirmcohg,32,live_bargaining,WaitForRoles,1715678814,5,0,1
ykdzfw2h,23,qirmcohg,33,live_bargaining,Info,1715678816,5,0,0
ykdzfw2h,22,93vk2elh,33,live_bargaining,Info,1715678817,5,0,0
ykdzfw2h,19,bxgty49l,33,live_bargaining,Info,1715678818,5,0,0
ykdzfw2h,24,caq3vqi1,33,live_bargaining,Info,1715678822,5,0,0
ykdzfw2h,7,p8983tf0,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,8,6ul57k0b,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,18,275e2ui1,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,31,u53icqui,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,34,bv1rchfe,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,24,caq3vqi1,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,9,3o2kadzu,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,13,6whe0107,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,20,tzz523nu,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,12,7ikal8ir,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,15,brcpj4zp,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,23,qirmcohg,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,35,5ubvbqrt,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,19,bxgty49l,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,17,69gxbqoq,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,21,n6p6kpol,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,22,93vk2elh,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,14,10hb91v0,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,5,ry0nc01c,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,16,wr4oyk0w,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,2,zu5rxx67,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,3,77a6ed9a,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,6,iw6538t5,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,25,dlal68fq,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,28,gb3p43e3,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,32,2175hu1w,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,36,iwrxhwk3,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,26,icm5jw1w,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,27,smddi2bm,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,10,maxxa0b9,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,29,qmykdy6l,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,33,8v2hfg8c,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,4,a8gna0pr,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,11,wmkt6s6s,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,30,aykj1i6i,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,1,rggxlrld,34,live_bargaining,WaitForBargaining,1715678822,5,0,1
ykdzfw2h,35,5ubvbqrt,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,13,6whe0107,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,20,tzz523nu,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,5,ry0nc01c,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,6,iw6538t5,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,8,6ul57k0b,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,36,iwrxhwk3,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,1,rggxlrld,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,25,dlal68fq,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,19,bxgty49l,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,14,10hb91v0,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,12,7ikal8ir,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,10,maxxa0b9,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,34,bv1rchfe,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,26,icm5jw1w,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,4,a8gna0pr,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,27,smddi2bm,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,18,275e2ui1,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,15,brcpj4zp,35,live_bargaining,Bargain,1715679122,5,1,0
ykdzfw2h,33,8v2hfg8c,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,7,p8983tf0,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,17,69gxbqoq,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,11,wmkt6s6s,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,16,wr4oyk0w,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,9,3o2kadzu,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,23,qirmcohg,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,22,93vk2elh,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,30,aykj1i6i,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,16,wr4oyk0w,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,13,6whe0107,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,17,69gxbqoq,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,2,zu5rxx67,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,28,gb3p43e3,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,32,2175hu1w,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,21,n6p6kpol,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,3,77a6ed9a,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,5,ry0nc01c,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,1,rggxlrld,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,4,a8gna0pr,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,29,qmykdy6l,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,24,caq3vqi1,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,2,zu5rxx67,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,6,iw6538t5,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,3,77a6ed9a,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,31,u53icqui,35,live_bargaining,Bargain,1715679123,5,1,0
ykdzfw2h,9,3o2kadzu,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,8,6ul57k0b,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,12,7ikal8ir,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,33,8v2hfg8c,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,32,2175hu1w,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,36,iwrxhwk3,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,29,qmykdy6l,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,25,dlal68fq,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,28,gb3p43e3,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,19,bxgty49l,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,22,93vk2elh,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,23,qirmcohg,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,14,10hb91v0,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,15,brcpj4zp,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,18,275e2ui1,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,11,wmkt6s6s,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,7,p8983tf0,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,10,maxxa0b9,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,34,bv1rchfe,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,31,u53icqui,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,35,5ubvbqrt,36,live_bargaining,WaitForAnswers,1715679123,5,0,1
ykdzfw2h,26,icm5jw1w,36,live_bargaining,WaitForAnswers,1715679124,5,0,1
ykdzfw2h,27,smddi2bm,36,live_bargaining,WaitForAnswers,1715679124,5,0,1
ykdzfw2h,30,aykj1i6i,36,live_bargaining,WaitForAnswers,1715679124,5,0,1
ykdzfw2h,21,n6p6kpol,36,live_bargaining,WaitForAnswers,1715679124,5,0,1
ykdzfw2h,20,tzz523nu,36,live_bargaining,WaitForAnswers,1715679124,5,0,1
ykdzfw2h,24,caq3vqi1,36,live_bargaining,WaitForAnswers,1715679124,5,0,1
ykdzfw2h,9,3o2kadzu,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,26,icm5jw1w,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,22,93vk2elh,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,36,iwrxhwk3,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,4,a8gna0pr,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,3,77a6ed9a,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,17,69gxbqoq,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,18,275e2ui1,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,19,bxgty49l,37,live_bargaining,BargainingResults,1715679127,5,0,0
ykdzfw2h,32,2175hu1w,37,live_bargaining,BargainingResults,1715679128,5,0,0
ykdzfw2h,33,8v2hfg8c,37,live_bargaining,BargainingResults,1715679128,5,0,0
ykdzfw2h,28,gb3p43e3,37,live_bargaining,BargainingResults,1715679128,5,0,0
ykdzfw2h,15,brcpj4zp,37,live_bargaining,BargainingResults,1715679128,5,0,0
ykdzfw2h,29,qmykdy6l,37,live_bargaining,BargainingResults,1715679128,5,0,0
ykdzfw2h,15,brcpj4zp,38,live_bargaining,WaitForRoles,1715679128,6,0,1
ykdzfw2h,17,69gxbqoq,38,live_bargaining,WaitForRoles,1715679128,6,0,1
ykdzfw2h,18,275e2ui1,38,live_bargaining,WaitForRoles,1715679128,6,0,1
ykdzfw2h,1,rggxlrld,37,live_bargaining,BargainingResults,1715679130,5,0,0
ykdzfw2h,27,smddi2bm,37,live_bargaining,BargainingResults,1715679130,5,0,0
ykdzfw2h,5,ry0nc01c,37,live_bargaining,BargainingResults,1715679130,5,0,0
ykdzfw2h,13,6whe0107,37,live_bargaining,BargainingResults,1715679130,5,0,0
ykdzfw2h,10,maxxa0b9,37,live_bargaining,BargainingResults,1715679130,5,0,0
ykdzfw2h,16,wr4oyk0w,37,live_bargaining,BargainingResults,1715679130,5,0,0
ykdzfw2h,18,275e2ui1,39,live_bargaining,Info,1715679130,6,0,0
ykdzfw2h,6,iw6538t5,37,live_bargaining,BargainingResults,1715679131,5,0,0
ykdzfw2h,3,77a6ed9a,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,5,ry0nc01c,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,6,iw6538t5,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,12,7ikal8ir,37,live_bargaining,BargainingResults,1715679131,5,0,0
ykdzfw2h,15,brcpj4zp,39,live_bargaining,Info,1715679131,6,0,0
ykdzfw2h,14,10hb91v0,37,live_bargaining,BargainingResults,1715679131,5,0,0
ykdzfw2h,16,wr4oyk0w,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,13,6whe0107,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,14,10hb91v0,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,25,dlal68fq,37,live_bargaining,BargainingResults,1715679131,5,0,0
ykdzfw2h,25,dlal68fq,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,26,icm5jw1w,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,28,gb3p43e3,38,live_bargaining,WaitForRoles,1715679131,6,0,1
ykdzfw2h,31,u53icqui,37,live_bargaining,BargainingResults,1715679131,5,0,0
ykdzfw2h,7,p8983tf0,37,live_bargaining,BargainingResults,1715679131,5,0,0
ykdzfw2h,21,n6p6kpol,37,live_bargaining,BargainingResults,1715679132,5,0,0
ykdzfw2h,23,qirmcohg,37,live_bargaining,BargainingResults,1715679133,5,0,0
ykdzfw2h,2,zu5rxx67,37,live_bargaining,BargainingResults,1715679133,5,0,0
ykdzfw2h,1,rggxlrld,38,live_bargaining,WaitForRoles,1715679133,6,0,1
ykdzfw2h,2,zu5rxx67,38,live_bargaining,WaitForRoles,1715679133,6,0,1
ykdzfw2h,4,a8gna0pr,38,live_bargaining,WaitForRoles,1715679133,6,0,1
ykdzfw2h,3,77a6ed9a,39,live_bargaining,Info,1715679133,6,0,0
ykdzfw2h,20,tzz523nu,37,live_bargaining,BargainingResults,1715679134,5,0,0
ykdzfw2h,26,icm5jw1w,39,live_bargaining,Info,1715679134,6,0,0
ykdzfw2h,22,93vk2elh,38,live_bargaining,WaitForRoles,1715679134,6,0,1
ykdzfw2h,19,bxgty49l,38,live_bargaining,WaitForRoles,1715679134,6,0,1
ykdzfw2h,20,tzz523nu,38,live_bargaining,WaitForRoles,1715679134,6,0,1
ykdzfw2h,14,10hb91v0,39,live_bargaining,Info,1715679134,6,0,0
ykdzfw2h,30,aykj1i6i,37,live_bargaining,BargainingResults,1715679134,5,0,0
ykdzfw2h,5,ry0nc01c,39,live_bargaining,Info,1715679134,6,0,0
ykdzfw2h,27,smddi2bm,38,live_bargaining,WaitForRoles,1715679134,6,0,1
ykdzfw2h,29,qmykdy6l,38,live_bargaining,WaitForRoles,1715679134,6,0,1
ykdzfw2h,30,aykj1i6i,38,live_bargaining,WaitForRoles,1715679134,6,0,1
ykdzfw2h,24,caq3vqi1,37,live_bargaining,BargainingResults,1715679134,5,0,0
ykdzfw2h,21,n6p6kpol,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,23,qirmcohg,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,24,caq3vqi1,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,11,wmkt6s6s,37,live_bargaining,BargainingResults,1715679135,5,0,0
ykdzfw2h,8,6ul57k0b,37,live_bargaining,BargainingResults,1715679135,5,0,0
ykdzfw2h,9,3o2kadzu,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,11,wmkt6s6s,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,12,7ikal8ir,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,7,p8983tf0,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,8,6ul57k0b,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,10,maxxa0b9,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,28,gb3p43e3,39,live_bargaining,Info,1715679135,6,0,0
ykdzfw2h,35,5ubvbqrt,37,live_bargaining,BargainingResults,1715679135,5,0,0
ykdzfw2h,13,6whe0107,39,live_bargaining,Info,1715679135,6,0,0
ykdzfw2h,33,8v2hfg8c,38,live_bargaining,WaitForRoles,1715679135,6,0,1
ykdzfw2h,35,5ubvbqrt,38,live_bargaining,WaitForRoles,1715679135,6,0,1
